index;x;y;z
419;0.128677;0.070557;-1.185074
420;0.118576;-0.118118;-0.916412
421;0.068192;-0.226807;-0.979050
422;0.034256;-0.039078;-0.958038
423;0.085083;0.207520;-0.998322
424;0.088211;0.114777;-0.985062
425;0.034912;-0.173080;-0.803696
426;0.009491;-0.203583;-0.955414
427;0.062286;-0.024139;-1.045929
428;0.127106;0.180420;-1.137314
429;0.158386;0.121063;-1.103424
430;0.119766;0.047455;-1.006790
431;0.050156;-0.088150;-0.908112
432;0.026443;-0.018280;-0.920135
433;0.048477;0.032593;-0.982254
434;0.071182;0.059433;-0.947433
435;0.066422;-0.022049;-0.827667
436;0.050171;0.242203;-1.176483
437;0.054916;0.395126;-1.220139
438;0.056625;0.160278;-1.122162
439;0.053848;0.006317;-0.960876
440;0.053513;0.016602;-0.967819
441;0.034378;0.097855;-0.946350
442;0.035782;0.199646;-0.976471
443;-0.003326;0.019562;-0.818527
444;-0.035889;-0.259583;-0.779037
445;0.000992;0.126022;-0.845871
446;0.025391;0.047455;-0.970581
447;0.012802;0.377625;-1.186752
448;0.031815;0.375092;-1.377670
449;0.059387;0.274536;-1.188385
450;0.048813;0.082565;-1.017197
451;0.019775;0.124954;-1.002869
452;-0.040237;0.122040;-0.955673
453;-0.016907;0.137817;-0.945847
454;-0.009995;-0.112671;-0.629608
455;-0.033447;-0.300293;-0.666718
456;-0.024429;0.300842;-1.127747
457;0.009888;0.621109;-1.278000
458;0.045441;0.746338;-1.276596
459;0.063675;0.352020;-1.021088
460;0.053589;0.354263;-1.003342
461;-0.006958;0.083450;-0.742630
462;-0.014526;0.002914;-0.772690
463;-0.020721;-0.030807;-0.611786
464;0.008041;0.034332;-0.919556
465;0.042908;0.162399;-0.867722
466;0.053513;0.314819;-1.128403
467;0.057877;0.471130;-1.183029
468;0.012024;0.306244;-1.075348
469;-0.010376;0.080185;-0.935898
470;-0.029358;0.131042;-0.980194
471;-0.001877;0.064499;-0.944687
472;0.020508;0.227661;-1.003098
