index;x;y;z
564;-0.178452;1.073105;0.290665
565;-0.105072;0.836868;0.219193
566;-0.196564;1.016891;-0.099106
567;-0.221817;1.206223;0.810394
568;-0.272156;1.285797;0.577209
569;-0.018387;0.664474;-0.080826
570;-0.074310;0.554169;0.417862
571;-0.321106;0.943924;0.493896
572;-0.295761;1.201950;0.270844
573;-0.187408;1.195648;0.372299
574;-0.094177;0.857224;0.491867
575;-0.061356;0.868637;0.190811
576;-0.094086;0.860382;0.270096
577;-0.084839;0.847763;0.264694
578;-0.060364;0.777740;0.276428
579;-0.137817;0.882050;0.283066
580;-0.271454;1.098190;0.404190
581;-0.241806;1.267776;0.548279
582;-0.141327;0.975647;0.353348
583;-0.115570;0.877914;0.322510
584;-0.068832;0.733734;0.206009
585;-0.155167;0.827316;0.365173
586;-0.201141;1.025360;0.214157
587;-0.114426;0.977859;0.357407
588;-0.209442;1.003967;0.406357
589;-0.182983;1.076492;0.309921
590;-0.127655;1.056915;0.387115
591;-0.195160;1.012390;0.416809
592;-0.229980;0.969513;0.356873
593;-0.211166;0.862991;0.252579
594;-0.233185;0.867630;0.269241
595;-0.244720;0.890228;0.335617
596;-0.211411;0.835175;0.309692
597;-0.168182;0.904846;0.238144
598;-0.183304;1.007538;0.476318
599;-0.138580;0.926682;0.153336
600;-0.175156;0.990158;0.364136
601;-0.199478;0.907730;0.342621
602;-0.268799;0.966980;0.446838
603;-0.219940;0.940445;0.239822
604;-0.144165;0.833954;0.239044
605;-0.194046;0.960617;0.443604
606;-0.152237;0.949097;0.168777
607;-0.164627;1.013855;0.318817
608;-0.267761;0.836395;0.499084
609;-0.178375;1.024033;0.108398
610;-0.237427;0.716446;0.381775
611;-0.120041;0.799057;0.070358
612;-0.281754;0.952393;0.608810
613;-0.081146;1.049622;0.206955
614;-0.168671;1.021088;0.387970
615;-0.188980;1.196701;0.397278
616;0.025879;0.824631;0.163300
617;-0.325958;0.687241;0.542038
618;-0.166824;0.757599;0.041855
619;-0.338837;1.048157;0.424789
620;-0.239059;0.983444;0.460083
621;-0.115021;0.818085;0.150085
622;-0.199844;1.086731;0.480179
623;-0.026093;0.957245;0.338409
624;-0.236511;0.995926;0.453949
625;-0.104797;0.824432;0.269791
626;-0.185669;0.804398;0.294724
627;-0.179672;0.999512;0.366364
628;-0.223007;1.064880;0.374237
629;-0.097244;0.803528;0.300858
630;-0.042038;0.799835;0.317413
631;-0.129349;0.839264;0.331970
632;-0.121674;0.881683;0.258224
633;-0.177994;1.099854;0.355606
634;-0.189774;1.080978;0.560959
635;-0.085297;0.847183;0.087891
636;-0.221146;0.829926;0.311844
637;-0.360825;0.991058;0.531860
638;-0.336060;1.101120;0.307022
639;-0.197021;0.956268;0.368729
640;-0.196533;0.901215;0.356018
641;-0.113266;0.825470;0.156860
642;-0.123459;0.775482;0.204636
643;-0.138657;0.778809;0.281631
644;-0.229904;0.814514;0.273331
645;-0.216751;0.894653;0.474625
646;-0.273209;1.047653;0.538589
647;-0.571716;1.248688;0.547073
648;-0.428787;0.957245;0.643341
649;-0.015564;0.752686;0.265121
650;-0.079514;0.739670;0.351013
651;-0.039673;0.921616;0.315414
652;-0.273956;1.069229;0.388931
653;-0.344009;1.003265;0.571777
654;-0.444244;0.872086;0.454987
655;-0.481216;0.670013;0.562256
656;-0.212219;0.797470;0.347595
657;-0.192093;0.684067;0.370575
658;-0.118530;0.589096;0.300797
659;-0.142792;0.761978;0.351715
660;-0.334518;0.727585;0.619019
661;-0.406021;0.906250;0.572693
662;-0.439865;0.913544;0.553085
663;-0.376892;0.910416;0.380341
664;-0.377304;0.884018;0.475739
665;-0.462036;0.969406;0.320282
666;-0.457275;0.914948;0.437851
667;-0.310257;0.802963;0.628784
668;-0.260178;0.924179;0.475693
669;-0.262741;0.816391;0.568497
670;-0.199493;0.785858;0.364319
671;-0.192596;0.766586;0.519547
672;-0.198257;0.897797;0.187836
673;-0.129028;0.842926;0.266678
674;-0.393753;1.024475;0.718094
675;-0.317673;1.116913;0.500320
676;-0.333130;0.798752;0.638657
677;-0.162659;0.621170;0.370300
678;-0.212830;0.729294;0.433914
679;-0.099915;0.772491;0.445358
680;-0.114349;0.882751;0.290436
681;-0.340637;1.122131;0.690994
682;-0.305298;1.149521;0.573624
683;-0.596695;0.880310;0.747269
684;-0.493988;0.772903;0.513412
685;-0.241241;0.550262;0.348114
686;-0.202545;0.483307;0.362106
687;-0.223907;0.463638;0.273087
688;-0.268875;0.608902;0.390823
689;-0.337006;0.797699;0.587479
690;-0.437683;0.995377;0.597946
691;-0.367767;1.122437;0.558853
692;-0.242935;1.063629;0.432144
693;-0.149033;0.983765;0.406693
694;-0.272583;0.756485;0.317291
695;-0.280075;0.673126;0.458282
696;-0.516296;0.780655;0.788010
697;-0.465927;1.150482;0.631180
698;-0.159698;1.009216;0.266251
699;-0.061157;0.775574;0.311691
700;-0.166656;0.732513;0.369904
701;-0.467682;0.753220;0.520248
702;-0.450165;0.963684;0.658920
703;-0.402878;0.918915;0.590454
704;-0.268265;0.743576;0.659286
705;-0.288712;0.820618;0.592087
706;-0.151367;0.848770;0.481964
707;-0.226471;0.882828;0.533569
708;-0.257217;0.747070;0.720490
709;-0.239807;0.906464;0.467438
710;-0.407394;0.856430;0.518188
711;-0.383957;0.909546;0.393768
712;-0.426666;0.773972;0.480606
